Wed, 26 Aug 2020 20:56:25 GMT | INFO | actions.log | created product | data:{"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":60,"stock":10} | 
Wed, 26 Aug 2020 20:56:29 GMT | INFO | actions.log | List products | data:[{"id":1,"name":"Backpacks ","description":"Having a good backpack can make a huge difference! ","category":"woman","price":130,"stock":5},{"id":2,"name":"Beanie","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Accessories","price":100,"stock":5},{"id":3,"name":"Beanie with Logo","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Accessories","price":138,"stock":3},{"id":5,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":60,"stock":10},{"id":6,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":60,"stock":10},{"id":8,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":60,"stock":10},{"id":9,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":60,"stock":10}] | 
Wed, 26 Aug 2020 20:56:37 GMT | INFO | actions.log | List products by description | data:[{"id":2,"name":"Beanie","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Accessories","price":100,"stock":5},{"id":3,"name":"Beanie with Logo","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Accessories","price":138,"stock":3},{"id":5,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":60,"stock":10},{"id":6,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":60,"stock":10},{"id":8,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":60,"stock":10},{"id":9,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":60,"stock":10}] | 
Wed, 26 Aug 2020 20:57:59 GMT | INFO | actions.log | created product | data:{"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.","category":"Tshirts","price":1000,"stock":100} | 
Wed, 26 Aug 2020 20:58:56 GMT | INFO | actions.log | created product | data:{"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":"T","stock":100} | 
Wed, 26 Aug 2020 21:08:22 GMT | INFO | actions.log | List products by name | data:[{"id":2,"name":"Beanie","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Accessories","price":100,"stock":5},{"id":3,"name":"Beanie with Logo","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Accessories","price":138,"stock":3}] | 
Wed, 26 Aug 2020 22:05:05 GMT | INFO | actions.log | List products | data:[{"id":1,"name":"Backpacks ","description":"Having a good backpack can make a huge difference! ","category":"woman","price":130,"stock":5},{"id":2,"name":"Beanie","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Accessories","price":100,"stock":5},{"id":3,"name":"Beanie with Logo","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Accessories","price":138,"stock":3},{"id":5,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":60,"stock":10},{"id":6,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":60,"stock":10},{"id":8,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":60,"stock":10},{"id":9,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":60,"stock":10},{"id":10,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":1000,"stock":100},{"id":11,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":0,"stock":100}] | 
Wed, 26 Aug 2020 22:05:41 GMT | INFO | actions.log | List products | data:[{"id":1,"name":"Backpacks ","description":"Having a good backpack can make a huge difference! ","category":"woman","price":130,"stock":5},{"id":2,"name":"Beanie","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Accessories","price":100,"stock":5},{"id":3,"name":"Beanie with Logo","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Accessories","price":138,"stock":3},{"id":5,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":60,"stock":10},{"id":6,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":60,"stock":10},{"id":8,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":60,"stock":10},{"id":9,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":60,"stock":10},{"id":10,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":1000,"stock":100},{"id":11,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":0,"stock":100}] | 
Wed, 26 Aug 2020 22:44:10 GMT | INFO | actions.log | List products | data:[{"id":1,"name":"Backpacks ","description":"Having a good backpack can make a huge difference! ","category":"woman","price":130,"stock":5},{"id":2,"name":"Beanie","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Accessories","price":100,"stock":5},{"id":3,"name":"Beanie with Logo","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Accessories","price":138,"stock":3},{"id":5,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":60,"stock":10},{"id":6,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":60,"stock":10}] | 
Wed, 26 Aug 2020 22:44:32 GMT | INFO | actions.log | List products | data:[{"id":8,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":60,"stock":10},{"id":9,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":60,"stock":10},{"id":10,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":1000,"stock":100},{"id":11,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":0,"stock":100}] | 
Wed, 26 Aug 2020 22:44:38 GMT | INFO | actions.log | List products | data:[{"id":1,"name":"Backpacks ","description":"Having a good backpack can make a huge difference! ","category":"woman","price":130,"stock":5},{"id":2,"name":"Beanie","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Accessories","price":100,"stock":5},{"id":3,"name":"Beanie with Logo","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Accessories","price":138,"stock":3},{"id":5,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":60,"stock":10},{"id":6,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":60,"stock":10},{"id":8,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":60,"stock":10},{"id":9,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":60,"stock":10},{"id":10,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas.Pellentesque habitan","category":"Tshirts","price":1000,"stock":100},{"id":11,"name":"Tshirts with Logo RIP","description":"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. ","category":"Tshirts","price":0,"stock":100}] | 
